card_id,class_name,energy_cost,star_cost,is_x_cost,rarity,card_type,target_type,keywords,deck_eval_excluded,exclusion_reason,status,needs_review,damage,extra_damage,block,cards_drawn,energy,repeat_hits,heal,gold,max_hp,hp_loss,forge,stars,summon,applies_power_state,buffs_applied,debuffs_applied,other_powers_applied,card_generation,card_transform,pool_generation,card_tutor,orbs_generated,scales_with_enemy_power,scales_with_self_power,orb_evoked,card_tags,tribal_references,exhaust_pile_reference,discard_pile_reference,exhausts_other_cards,discards_other_cards,sly_keyword,opaque_values,review_snippet,notes
PUTREFY,Putrefy,1,,,Uncommon,Skill,AnyEnemy,Exhaust,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:2,,
PYRE,Pyre,2,,,Rare,Power,Self,,,,auto,,,,,,1,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
QUADCAST,Quadcast,1,,,Ancient,Skill,Self,,,,auto,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
QUASAR,Quasar,0,2,,Uncommon,Skill,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,pool:ColorlessCardPool:1,,,,,,,,,,,,,,,
RADIATE,Radiate,0,,,Uncommon,Attack,AllEnemies,,,,unparsed_residue,TRUE,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[5] { new DamageVar(3m, ValueProp.Move), new StarsVar(1), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedHits"").WithMultiplier((CardModel card, Creature? _) => (from e in CombatManager.Instance.Hi",
RAGE,Rage,0,,,Uncommon,Skill,Self,,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:3,,
RAINBOW,Rainbow,2,,,Rare,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,LightningOrb:1;FrostOrb:1;DarkOrb:1,,,,,,,,,,,,,
RALLY,Rally,2,,,Rare,Skill,AllAllies,,TRUE,multiplayer_only,auto,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPAGE,Rampage,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase:5,,
RATTLE,Rattle,1,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,7,,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[4] { new OstyDamageVar(7m, ValueProp.Move), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedHits"").WithMultiplier((CardModel card, Creature? _) => 1 + CombatManager.Instance.History.Entries.OfType",
REANIMATE,Reanimate,3,,,Rare,Skill,Self,Exhaust,,,auto,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,
REAP,Reap,3,,,Common,Attack,AnyEnemy,Retain,,,auto,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REAPER_FORM,ReaperForm,3,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
REAVE,Reave,1,,,Common,Attack,AnyEnemy,,,,auto,TRUE,10,,,1,,,,,,,,,,,,,,SOUL:1?,,,,,,,,,,,,,,,,,
REBOOT,Reboot,0,,,Rare,Skill,Self,Exhaust,,,auto,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REBOUND,Rebound,1,,,Event,Attack,AnyEnemy,,,,auto,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REFINE_BLADE,RefineBlade,1,,,Common,Skill,Self,,,,auto,,,,,,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
REFLECT,Reflect,1,3,,Uncommon,Skill,Self,,,,auto,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REFLEX,Reflex,3,,,Uncommon,Skill,Self,Sly,,,auto,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
REFRACT,Refract,3,,,Uncommon,Attack,AnyEnemy,,,,auto,TRUE,9,,,,,2,,,,,,,,,,,,,,,,GlassOrb:1?,,,,,,,,,,,,,
REGRET,Regret,-1,,,Curse,Curse,None,Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELAX,Relax,3,,,Ancient,Skill,Self,Exhaust,,,auto,,,,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REND,Rend,2,,,Rare,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:15,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(15m), new ExtraDamageVar(5m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? target) => target?.Powers.Count(ShouldCountPower) ?? 0) })",
RESONANCE,Resonance,1,2,,Uncommon,Skill,AllEnemies,,,,auto,,,,,,,,,,,,,,,,STRENGTH_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
RESTLESSNESS,Restlessness,0,,,Uncommon,Skill,Self,Retain,,,auto,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOCHET,Ricochet,2,,,Common,Attack,RandomEnemy,Sly,,,auto,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
RIGHT_HAND_HAND,RightHandHand,0,,,Uncommon,Attack,AnyEnemy,,,,auto,,4,,,,2,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,,,
RIP_AND_TEAR,RipAndTear,1,,,Event,Attack,RandomEnemy,,,,auto,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET_PUNCH,RocketPunch,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLLING_BOULDER,RollingBoulder,3,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,ROLLING_BOULDER_POWER:5(Counter),,,,,,,,,,,,,,,,,,IncrementAmount:5,,
ROYALTIES,Royalties,1,,,Rare,Power,Self,,,,auto,,,,,,,,,30,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
ROYAL_GAMBLE,RoyalGamble,0,5,,Uncommon,Skill,Self,Exhaust,,,auto,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
RUPTURE,Rupture,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,STRENGTH_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
SACRIFICE,Sacrifice,1,,,Rare,Skill,Self,Retain,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedBlockVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => card.Owner.IsOstyAlive ? (card.Owner.Osty.MaxHp * 2) : 0) })",
SALVO,Salvo,1,,,Rare,Attack,AnyEnemy,,,,auto,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCARE,Scare,0,,,Uncommon,Skill,AllEnemies,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,WEAK_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
SCAVENGE,Scavenge,1,,,Uncommon,Skill,Self,,,,auto,,,,,,2,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,TRUE,,,,,
SCOURGE,Scourge,1,,,Common,Skill,AnyEnemy,,,,auto,,,,,1,,,,,,,,,,,,DOOM_POWER:13(Counter),,,,,,,,,,,,,,,,,,,
SCRAPE,Scrape,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
SCRAWL,Scrawl,1,,,Rare,Skill,Self,Exhaust,,,no_canonical_vars,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCULPTING_STRIKE,SculptingStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,9,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,Strike,,,,,,,,,
SEANCE,Seance,1,,,Rare,Skill,Self,Ethereal,,,auto,TRUE,,,,1,,,,,,,,,,,,,,,SOUL:1?,,unfiltered:1,,,,,,,,,,,,,,
SECOND_WIND,SecondWind,1,,,Uncommon,Skill,Self,,,,auto,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
SECRET_TECHNIQUE,SecretTechnique,0,,,Rare,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,type:Skill:1,,,,,,,,,,,,,,
SECRET_WEAPON,SecretWeapon,0,,,Rare,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,type:Attack:1,,,,,,,,,,,,,,
SEEKER_STRIKE,SeekerStrike,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,9,,,3,,,,,,,,,,,,,,,,,unfiltered:1,,,,,Strike,,,,,,,,,
SEEKING_EDGE,SeekingEdge,1,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,7,,,TRUE,,,,,,,,,,,,,,,,,,,,,
SENTRY_MODE,SentryMode,2,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SENTRY_MODE_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
SERPENT_FORM,SerpentForm,3,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SERPENT_FORM_POWER:4(Counter),,,,,,,,,,,,,,,,,,,,
SETUP_STRIKE,SetupStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,7,,,,,,,,,,,,,,STRENGTH_POWER:3(Counter),,,,,,,,,,,Strike,,,,,,,,,
SEVEN_STARS,SevenStars,2,7,,Rare,Attack,AllEnemies,,,,auto,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVERANCE,Severance,2,,,Uncommon,Attack,AnyEnemy,,,,auto,TRUE,13,,,,,,,,,,,,,,,,,SOUL:1?,,,,,,,,,,,,,,,,,
SHADOWMELD,Shadowmeld,1,,,Rare,Skill,Self,,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:1,,
SHADOW_SHIELD,ShadowShield,2,,,Uncommon,Skill,Self,,,,auto,,,,11,,,,,,,,,,,,,,,,,,,DarkOrb:1,,,,,,,,,,,,,
SHADOW_STEP,ShadowStep,1,,,Rare,Skill,Self,,,,auto,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
SHAME,Shame,-1,,,Curse,Curse,None,Unplayable,TRUE,curse_status,auto,,,,,,,,,,,,,,,,,,,,,,,,,FRAIL_POWER,,,,,,,,,Frail:1,,
SHARED_FATE,SharedFate,0,,,Rare,Skill,AnyEnemy,Exhaust,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnemyStrengthLoss:2;PlayerStrengthLoss:2,,
SHATTER,Shatter,1,,,Rare,Attack,AllEnemies,Exhaust,,,auto,,7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
SHINING_STRIKE,ShiningStrike,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,2,,,,,,,,,,,,,,Strike,,,,,,,,,
SHIV,Shiv,0,,,Token,Attack,AnyEnemy,Exhaust,,,auto,TRUE,4,,,,,,,,,,,,,,,,,SHIV:1?,,,,,,FAN_OF_KNIVES_POWER,,Shiv,,,,,,,,,
SHOCKWAVE,Shockwave,2,,,Uncommon,Skill,AllEnemies,Exhaust,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:3,,
SHROUD,Shroud,1,,,Uncommon,Power,Self,,,,auto,,,,2,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
SHRUG_IT_OFF,ShrugItOff,1,,,Common,Skill,Self,,,,auto,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIC_EM,SicEm,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,5,,,,,,,,,,,,,,,SIC_EM_POWER:3(Counter),,,,,,,,,,OstyAttack,,,,,,,,,
SIGNAL_BOOST,SignalBoost,1,,,Rare,Skill,Self,Exhaust,,,auto,,,,,,,,,,,,,,,,SIGNAL_BOOST_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
SKEWER,Skewer,0,,TRUE,Uncommon,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIM,Skim,1,,,Uncommon,Skill,Self,,,,auto,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEIGHT_OF_FLESH,SleightOfFlesh,2,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SLEIGHT_OF_FLESH_POWER:9(Counter),,,,,,,,,,,,,,,,,,,,
SLICE,Slice,0,,,Common,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIMED,Slimed,1,,,Status,Status,None,Exhaust,TRUE,curse_status,auto,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOTH,Sloth,-1,,,Status,Status,None,,TRUE,curse_status,auto,,,,,,,,,,,,,,,,,SLOTH_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
SMOKESTACK,Smokestack,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SMOKESTACK_POWER:5(Counter),,,,,,,,,,,,,,,,,,,,
SNAKEBITE,Snakebite,2,,,Common,Skill,AnyEnemy,Retain,,,auto,,,,,,,,,,,,,,,,,POISON_POWER:7(Counter),,,,,,,,,,,,,,,,,,,
SNAP,Snap,1,,,Common,Attack,AnyEnemy,,,,auto,,7,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,OstyAttack,,,,,,,,,
SNEAKY,Sneaky,2,,,Rare,Power,Self,Sly,TRUE,multiplayer_only,auto,,,,,,,,,,,,,,,TRUE,SNEAKY_POWER:1(Counter),,,,,,,,,,,,,,,,,TRUE,,,
SOLAR_STRIKE,SolarStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,9,,,,,,,,,,,1,,,,,,,,,,,,,,Strike,,,,,,,,,
SOOT,Soot,-1,,,Status,Status,None,Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUL,Soul,0,,,Token,Skill,Self,Exhaust,,,auto,TRUE,,,,2,,,,,,,,,,,,,,SOUL:1?,,,,,,,,,,,,,,,,,
SOULBOUND,Soulbound,1,,,Uncommon,Power,AnyAlly,,TRUE,multiplayer_only,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
SOUL_STORM,SoulStorm,1,,,Rare,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,4,,,,,,,,,,,,,,,,,,,,,,,,,Soul,,,,,,CalculationBaseVar:9,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(9m), new ExtraDamageVar(4m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => card.Owner.PlayerCombatState?.ExhaustPile.Cards.Count((CardModel c) => c is Soul) ?? 0) }",
SOVEREIGN_BLADE,SovereignBlade,2,,,Token,Attack,AnyEnemy,Retain,,,unparsed_residue,TRUE,10,,,,,1,,,,,,,,,,,,,,,,,,SEEKING_EDGE_POWER;PARRY_POWER,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[5] { new DamageVar(10m, ValueProp.Move), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedBlockVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => GetOwnerParryAmount(card)), new RepeatVar(1) })",
SOW,Sow,1,,,Common,Attack,AllEnemies,Retain,,,auto,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECTRUM_SHIFT,SpectrumShift,2,,,Uncommon,Power,Self,,,,auto,,,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
SPEEDSTER,Speedster,2,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SPEEDSTER_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
SPINNER,Spinner,1,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SPINNER_POWER:1(Counter),,,,,,,GlassOrb:1,,,,,,,,,,,,,
SPIRIT_OF_ASH,SpiritOfAsh,1,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,BlockOnExhaust:4,,
SPITE,Spite,0,,,Uncommon,Attack,AnyEnemy,,,,auto,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLASH,Splash,1,,,Uncommon,Skill,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,,
SPOILS_MAP,SpoilsMap,-1,,,Quest,Quest,Self,Unplayable,,,auto,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOILS_OF_BATTLE,SpoilsOfBattle,1,,,Common,Skill,Self,,,,auto,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
SPORE_MIND,SporeMind,1,,,Curse,Curse,None,Exhaust,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPUR,Spur,1,,,Uncommon,Skill,Self,Retain,,,auto,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
SQUASH,Squash,1,,,Event,Attack,AnyEnemy,,,,auto,,10,,,,,,,,,,,,,,,VULNERABLE_POWER:2(Counter),,,,,,,,,,,,,,,,,,,
SQUEEZE,Squeeze,3,,,Rare,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,5,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,OstyAttack,,,,,,CalculationBaseVar:25,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(25m), new ExtraDamageVar(5m).FromOsty(), new CalculatedDamageVar(ValueProp.Move).FromOsty().WithMultiplier((CardModel card, Creature? _) => card.Owner.PlayerCombatState.AllCards.Count((CardModel c) => c.Tag",
STACK,Stack,1,,,Event,Skill,Self,,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedBlockVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => PileType.Discard.GetPile(card.Owner).Cards.Count()) })",
STAMPEDE,Stampede,2,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,Power:1,,
STARDUST,Stardust,0,,,Uncommon,Attack,RandomEnemy,,,,auto,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOKE,Stoke,1,,,Rare,Skill,Self,,,,no_canonical_vars,TRUE,,,,,,,,,,,,,,,,,,,,unfiltered:1?,,,,,,,,,,TRUE,,,,,
STOMP,Stomp,3,,,Uncommon,Attack,AllEnemies,,,,auto,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_ARMOR,StoneArmor,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,PLATING_POWER:4(Counter),,,,,,,,,,,,,,,,,,,,
STORM,Storm,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,STORM_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
STORM_OF_STEEL,StormOfSteel,1,,,Rare,Skill,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
STRANGLE,Strangle,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,,,,,STRANGLE_POWER:2(Counter),,,,,,,,,,,,,,,,,,,
STRATAGEM,Stratagem,1,,,Uncommon,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
STRIKE_DEFECT,StrikeDefect,1,,,Basic,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
STRIKE_IRONCLAD,StrikeIronclad,1,,,Basic,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
STRIKE_NECROBINDER,StrikeNecrobinder,1,,,Basic,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
STRIKE_REGENT,StrikeRegent,1,,,Basic,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
STRIKE_SILENT,StrikeSilent,1,,,Basic,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
SUBROUTINE,Subroutine,1,,,Uncommon,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
SUCKER_PUNCH,SuckerPunch,1,,,Common,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,,,,,WEAK_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
SUMMON_FORTH,SummonForth,1,,,Uncommon,Skill,Self,,,,auto,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
SUNDER,Sunder,3,,,Uncommon,Attack,AnyEnemy,,,,auto,,26,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPERCRITICAL,Supercritical,0,,,Rare,Skill,Self,Exhaust,,,auto,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPERMASSIVE,Supermassive,1,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:5,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(5m), new ExtraDamageVar(3m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.Entries.OfType<CardGeneratedEntry>().Count((CardGeneratedE",
SUPPRESS,Suppress,0,,,Ancient,Attack,AnyEnemy,Innate,,,auto,,11,,,,,,,,,,,,,,,WEAK_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
SURVIVOR,Survivor,1,,,Basic,Skill,Self,,,,auto,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
SWEEPING_BEAM,SweepingBeam,1,,,Common,Attack,AllEnemies,,,,auto,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWEEPING_GAZE,SweepingGaze,0,,,Token,Attack,RandomEnemy,Ethereal;Exhaust,,,auto,,10,,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,,,
SWORD_BOOMERANG,SwordBoomerang,1,,,Common,Attack,RandomEnemy,,,,auto,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWORD_SAGE,SwordSage,2,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,SWORD_SAGE_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
SYNCHRONIZE,Synchronize,1,,,Uncommon,Skill,Self,Exhaust,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:2,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(2m), new CalculatedVar(""CalculatedFocus"").WithMultiplier((CardModel card, Creature? _) => (from orb in card.Owner.PlayerCombatState.OrbQueue.Orbs group orb by orb.Id).Count()) }",
SYNTHESIS,Synthesis,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACTICIAN,Tactician,3,,,Uncommon,Skill,Self,Sly,,,auto,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
TAG_TEAM,TagTeam,2,,,Uncommon,Attack,AnyEnemy,,TRUE,multiplayer_only,auto,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANK,Tank,1,,,Rare,Power,Self,,TRUE,multiplayer_only,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,DamageIncrease:1.5;DamageDecrease:0.5,,
TAUNT,Taunt,1,,,Common,Skill,AnyEnemy,,,,auto,,,,6,,,,,,,,,,,,,VULNERABLE_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
TEAR_ASUNDER,TearAsunder,2,,,Rare,Attack,AnyEnemy,,,,unparsed_residue,TRUE,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[5] { new DamageVar(5m, ValueProp.Move), new RepeatVar(1), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedHits"").WithMultiplier((CardModel card, Creature? _) => 1 + CombatManager.Instance.History.",
TEMPEST,Tempest,0,,TRUE,Uncommon,Skill,Self,,,,no_canonical_vars,TRUE,,,,,,,,,,,,,,,,,,,,,,LightningOrb:1?,,,,,,,,,,,,,
TERRAFORMING,Terraforming,1,,,Uncommon,Skill,Self,,,,auto,,,,,,,,,,,,,,,,VIGOR_POWER:6(Counter),,,,,,,,,,,,,,,,,,,,
TESLA_COIL,TeslaCoil,0,,,Uncommon,Attack,AnyEnemy,,,,auto,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE_BALL,TheBall,1,,,Uncommon,Attack,AnyEnemy,,TRUE,multiplayer_only,auto,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase:10,,
THE_BOMB,TheBomb,2,,,Uncommon,Skill,Self,,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turns:3;BombDamage:40,,
THE_GAMBIT,TheGambit,0,,,Rare,Skill,Self,,,,auto,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE_HUNT,TheHunt,1,,,Rare,Attack,AnyEnemy,Exhaust,,,auto,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
